43.609022,1.441105
43.597355,1.459063
43.605031,1.437386
43.573732,1.448768
43.579666,1.44184
43.633734,1.437609
43.56644,1.475301
43.57141,1.462732
43.589928,1.441706
43.609757,1.455212
43.596904,1.452596
43.602914,1.451719
43.597322,1.403694
43.615273,1.442937
43.624114,1.438463
43.632734,1.431732
43.63694,1.452615
43.581463,1.379769
43.59778,1.431619
43.600473,1.420165
43.615988,1.42163
43.604565,1.453659
43.599525,1.445544
43.596667,1.436229
43.593227,1.435062
43.597539,1.428891
43.606208,1.455005
43.603302,1.445454
43.614574,1.443571
43.595503,1.418503
43.599797,1.429521
43.612615,1.448286
43.609622,1.449431
43.561074,1.462928
43.641013,1.448524
43.608639,1.436965
43.58456,1.415683
43.609277,1.432157
43.570117,1.473463
43.612627,1.438268
43.605381,1.432485
43.576637,1.470245
43.60419,1.445475
43.593516,1.430039
43.605777,1.446507
43.647504,1.43286
43.628145,1.451413
43.587845,1.409785
43.594461,1.443822
43.639633,1.452569
43.573708,1.41394
43.57421,1.462367
43.622963,1.458647
43.601016,1.434129
43.586086,1.482942
43.59859,1.436594
43.590692,1.453224
43.576221,1.406355
43.58585,1.447374
43.594812,1.449176
43.584339,1.427597
43.588588,1.451003
43.619291,1.468681
43.602708,1.454367
43.611271,1.438093
43.592782,1.444726
43.619704,1.429176
43.615275,1.434944
43.628672,1.448469
43.642562,1.456273
43.600361,1.464039
43.601372,1.452038
43.579135,1.392596
43.593147,1.424313
43.616939,1.454243
43.576893,1.440049
43.566528,1.458648
43.583264,1.407055
43.604079,1.450158
43.609216,1.453549
43.635856,1.443828
43.600055,1.449273
43.599732,1.415372
43.578687,1.446733
43.644963,1.433998
43.568165,1.464353
43.618287,1.436857
43.583202,1.481757
43.601888,1.440368
43.579171,1.410939
43.633454,1.435519
43.600021,1.44293
43.62563,1.439513
43.62724,1.469293
43.619301,1.396986
43.608605,1.4436
43.576773,1.454742
43.642859,1.461124
43.610343,1.420407
43.608597,1.397192
43.629655,1.466259
43.605804,1.428054
43.633171,1.450638
43.592366,1.434121
43.587389,1.417918
43.612279,1.428827
43.606847,1.430615
43.581632,1.475865
43.593567,1.453066
43.581384,1.413607
43.608424,1.423848
43.606241,1.438341
43.635586,1.464289
43.573998,1.419495
43.61497,1.432909
43.605161,1.442323
43.600704,1.467249
43.600712,1.48356
43.596069,1.410505
43.612475,1.451558
43.599598,1.440942
43.590046,1.415246
43.608571,1.434762
43.589126,1.431449
43.605503,1.449267
43.606146,1.44135
43.585732,1.427853
43.620607,1.415125
43.6152,1.465444
43.627013,1.477098
43.626597,1.458835
43.616938,1.473616
43.586859,1.463178
43.637842,1.464879
43.596411,1.456584
43.636446,1.438984
43.619031,1.456759
43.598478,1.434043
43.585409,1.453014
43.59487,1.415088
43.577437,1.423953
43.575101,1.424227
43.630519,1.43234
43.611073,1.436704
43.596652,1.45564
43.623823,1.475935
43.608674,1.439461
43.603205,1.448118
43.612162,1.477347
43.585431,1.377279
43.600828,1.473579
43.592438,1.457925
43.604885,1.445306
43.591484,1.470014
43.565079,1.478297
43.579846,1.460126
43.605618,1.434502
43.600348,1.444659
43.609602,1.446881
43.593052,1.414659
43.596314,1.447081
43.605687,1.428225
43.595247,1.445416
43.557264,1.46541
43.597825,1.451609
43.641034,1.466458
43.580296,1.45486
43.597908,1.420144
43.622823,1.474083
43.593974,1.410268
43.58771,1.459838
43.584444,1.398745
43.607847,1.446666
43.632532,1.463081
43.605855,1.452805
43.579763,1.480838
43.596193,1.473375
43.629395,1.476186
43.609191,1.442749
43.578572,1.450234
43.59522,1.432503
43.61567,1.428308
43.640631,1.440154
43.624514,1.443326
43.579341,1.47313
43.599637,1.429338
43.6103,1.442975
43.589921,1.377827
43.628659,1.482629
43.610663,1.443637
43.635421,1.472855
43.602426,1.425347
43.563894,1.474416
43.613149,1.441326
43.607222,1.451244
43.591661,1.418768
43.602671,1.442031
43.60202,1.414772
43.606701,1.458143
43.588046,1.42436
43.562273,1.480912
43.603228,1.436034
43.60592,1.481742
43.614083,1.451158
43.594117,1.465197
43.589802,1.455967
43.613555,1.401417
43.61009,1.434974
43.61432,1.461721
43.604159,1.407267
43.611556,1.439662
43.613504,1.430339
43.627108,1.465538
43.598966,1.440387
43.574466,1.402211
43.589557,1.4789
43.598124,1.431382
43.597941,1.443002
43.567307,1.467715
43.61539,1.448573
43.613442,1.446395
43.601607,1.456158
43.60962,1.430401
43.603842,1.420002
43.614514,1.411161
43.581506,1.462341
43.6008250248339,1.45065484986121
43.573895,1.483924
43.592349,1.449015
43.620693,1.435612
43.61657,1.444112
43.638055,1.444344
43.624202,1.454685
43.585924,1.475057
43.568038,1.413363
43.588178,1.446446
43.608004,1.428585
43.596419,1.45104
43.609766,1.445681
43.616945,1.408383
43.610005,1.419568
43.58144,1.388774
43.606346,1.44813
43.57337,1.452405
43.606115,1.414755
43.596716,1.424382
43.60459,1.44002
43.596889,1.426109
43.600188,1.454764
43.569089,1.456292
43.611052,1.452593
43.583511,1.487795
43.57688,1.460189
43.614159,1.397008
43.623998,1.427823
43.606499,1.44769
43.597364,1.445314
43.627643,1.461861
43.58355,1.470033
43.622966,1.434449
43.613881,1.424953
43.607608,1.441304
43.611386,1.456729
43.614227,1.437999
43.627017,1.434129
43.607468,1.454329
43.617458,1.465428
43.596294,1.432158
43.60742,1.444699
43.609275,1.479898
43.594359,1.44095
43.604677,1.449586
43.583787,1.443299
43.565027,1.410324
43.59643,1.48398
43.592388,1.442463
43.58295,1.448578
43.581816,1.425713
